1555367257	0.001931	453601	448317	1000	3.0.0.1	1000Seg7-Frag42	
1555367258	0.001973	458493	449334	1000	3.0.0.1	1000Seg8-Frag43	
1555367259	0.001464	705071	474907	1000	3.0.0.1	1000Seg8-Frag44	
1555367261	0.002663	412824	468698	1000	3.0.0.1	1000Seg8-Frag45	
1555367262	0.002393	474223	469250	1000	3.0.0.1	1000Seg8-Frag46	
1555367263	0.001674	615469	483871	1000	3.0.0.1	1000Seg8-Frag47	
1555367265	0.003533	453853	480869	1000	3.0.0.1	1000Seg8-Frag48	
1555367266	0.002611	674313	500213	1000	3.0.0.1	1000Seg9-Frag49	
1555367268	0.002484	509848	501176	1000	3.0.0.1	1000Seg9-Frag50	
1555367269	0.002045	536269	504685	1000	3.0.0.1	1000Seg9-Frag51	
1555367270	0.002476	517793	505995	1000	3.0.0.1	1000Seg9-Frag52	
1555367272	0.003428	380039	493399	1000	3.0.0.1	1000Seg9-Frag53	
1555367273	0.003248	445325	488591	1000	3.0.0.1	1000Seg9-Frag54	
1555367275	0.002618	610585	500790	1000	3.0.0.1	1000Seg10-Frag55	
1555367282	0.005592	44281	4428	10	3.0.0.1	10Seg10-Frag56	
1555367284	0.002043	110378	11037	10	3.0.0.1	10Seg10-Frag57	
1555367287	0.001529	420761	52009	1000	3.0.0.1	1000Seg10-Frag58	
1555367289	0.002297	248229	71631	1000	3.0.0.1	1000Seg10-Frag59	
1555367292	0.001536	346130	99080	1000	3.0.0.1	1000Seg10-Frag60	
1555367294	0.003590	195761	108748	1000	3.0.0.1	1000Seg11-Frag61	
1555367296	0.001416	460915	143964	1000	3.0.0.1	1000Seg11-Frag62	
1555367302	0.012904	17874	1787	10	3.0.0.1	10Seg11-Frag63	
1555367303	0.002559	448518	46460	1000	3.0.0.1	1000Seg11-Frag64	
1555367305	0.002662	460709	87884	1000	3.0.0.1	1000Seg11-Frag65	
1555367306	0.004211	370376	116133	1000	3.0.0.1	1000Seg11-Frag66	
1555367307	0.003321	405388	145058	1000	3.0.0.1	1000Seg12-Frag67	
1555367309	0.002140	463700	176922	1000	3.0.0.1	1000Seg12-Frag68	
1555367310	0.002747	388039	198033	1000	3.0.0.1	1000Seg12-Frag69	
1555367312	0.001582	448283	223057	1000	3.0.0.1	1000Seg12-Frag70	
1555367313	0.003745	186911	219442	1000	3.0.0.1	1000Seg12-Frag71	
1555367314	0.001601	569039	254401	1000	3.0.0.1	1000Seg12-Frag72	
1555367315	0.001591	612706	290231	1000	3.0.0.1	1000Seg13-Frag73	
1555367317	0.004801	274231	288631	1000	3.0.0.1	1000Seg13-Frag74	
1555367318	0.002817	580688	317836	1000	3.0.0.1	1000Seg13-Frag75	
1555367319	0.004118	549620	341014	1000	3.0.0.1	1000Seg13-Frag76	
1555367321	0.004753	503118	357224	1000	3.0.0.1	1000Seg13-Frag77	
1555367322	0.004294	557555	377257	1000	3.0.0.1	1000Seg13-Frag78	
1555367324	0.004141	516661	391197	1000	3.0.0.1	1000Seg14-Frag79	
1555367325	0.007166	326132	384690	1000	3.0.0.1	1000Seg14-Frag80	
1555367329	0.001624	589241	405145	1000	3.0.0.1	1000Seg14-Frag81	
1555367331	0.001566	613277	425958	1000	3.0.0.1	1000Seg14-Frag82	
1555367332	0.001598	470222	430384	1000	3.0.0.1	1000Seg14-Frag83	
1555367333	0.001726	361033	423448	1000	3.0.0.1	1000Seg15-Frag84	
1555367334	0.001758	370325	418135	1000	3.0.0.1	1000Seg15-Frag85	
1555367336	0.001386	569598	433281	1000	3.0.0.1	1000Seg15-Frag86	
1555367337	0.001490	576332	447586	1000	3.0.0.1	1000Seg15-Frag87	
1555367338	0.001570	412295	444056	1000	3.0.0.1	1000Seg15-Frag88	
1555367340	0.001663	402135	439863	1000	3.0.0.1	1000Seg15-Frag89	
1555367341	0.002503	476183	443495	1000	3.0.0.1	1000Seg16-Frag90	
1555367342	0.001628	571189	456264	1000	3.0.0.1	1000Seg16-Frag91	
1555367344	0.001841	417455	452383	1000	3.0.0.1	1000Seg16-Frag92	
1555367345	0.001677	478931	455037	1000	3.0.0.1	1000Seg16-Frag93	
1555367346	0.001469	508302	460363	1000	3.0.0.1	1000Seg16-Frag94	
1555367347	0.002135	435788	457905	1000	3.0.0.1	1000Seg16-Frag95	
1555367349	0.002377	489295	461044	1000	3.0.0.1	1000Seg17-Frag96	
1555367350	0.002307	480110	462950	1000	3.0.0.1	1000Seg17-Frag97	
1555367351	0.001950	466359	463290	1000	3.0.0.1	1000Seg17-Frag98	
1555367353	0.001926	462051	463166	1000	3.0.0.1	1000Seg17-Frag99	
1555367354	0.002754	571988	474048	1000	3.0.0.1	1000Seg17-Frag100	
1555367355	0.002382	498347	476477	1000	3.0.0.1	1000Seg17-Frag101	
1555367357	0.004358	420927	470921	1000	3.0.0.1	1000Seg18-Frag102	
1555367358	0.002488	548675	478696	1000	3.0.0.1	1000Seg18-Frag103	
1555367360	0.003180	501091	480935	1000	3.0.0.1	1000Seg18-Frag104	
1555367361	0.001555	574472	490288	1000	3.0.0.1	1000Seg18-Frag105	
1555367362	0.002643	438961	485155	1000	3.0.0.1	1000Seg18-Frag106	
1555367364	0.001373	649602	501599	1000	3.0.0.1	1000Seg18-Frag107	
1555367365	0.001529	646493	516088	1000	3.0.0.1	1000Seg19-Frag108	
1555367366	0.001469	675136	531992	1000	3.0.0.1	1000Seg19-Frag109	
1555367368	0.002406	435478	522340	1000	3.0.0.1	1000Seg19-Frag110	
1555367369	0.002357	431562	513262	1000	3.0.0.1	1000Seg19-Frag111	
1555367371	0.002501	478000	509735	1000	3.0.0.1	1000Seg19-Frag112	
1555367372	0.003216	584930	517254	1000	3.0.0.1	1000Seg19-Frag113	
1555367373	0.003487	421235	507652	1000	3.0.0.1	1000Seg20-Frag114	
1555367375	0.003529	413254	498212	1000	3.0.0.1	1000Seg20-Frag115	
1555367376	0.010908	167504	465141	1000	3.0.0.1	1000Seg20-Frag116	
1555367378	0.004510	363221	454948	1000	3.0.0.1	1000Seg20-Frag117	
1555367379	0.004905	546963	464149	1000	3.0.0.1	1000Seg20-Frag118	
1555367381	0.003191	618243	479558	1000	3.0.0.1	1000Seg21-Frag119	
1555367382	0.002139	491242	480726	1000	3.0.0.1	1000Seg21-Frag120	
1555367383	0.002561	565772	489230	1000	3.0.0.1	1000Seg21-Frag121	
1555367385	0.002303	543485	494655	1000	3.0.0.1	1000Seg21-Frag122	
1555367386	0.001677	560796	501269	1000	3.0.0.1	1000Seg21-Frag123	
1555367388	0.001998	474206	498562	1000	3.0.0.1	1000Seg21-Frag124	
1555367389	0.001552	628644	511570	1000	3.0.0.1	1000Seg22-Frag125	
1555367390	0.002139	493733	509786	1000	3.0.0.1	1000Seg22-Frag126	
1555367392	0.003566	442508	503058	1000	3.0.0.1	1000Seg22-Frag127	
1555367393	0.002821	482781	501030	1000	3.0.0.1	1000Seg22-Frag128	
1555367394	0.001537	679266	518853	1000	3.0.0.1	1000Seg22-Frag129	
1555367396	0.001550	652376	532205	1000	3.0.0.1	1000Seg22-Frag130	
1555367397	0.002273	503313	529315	1000	3.0.0.1	1000Seg23-Frag131	
1555367398	0.002486	451269	521510	1000	3.0.0.1	1000Seg23-Frag132	
1555367400	0.002270	494512	518810	1000	3.0.0.1	1000Seg23-Frag133	
1555367401	0.002561	477860	514715	1000	3.0.0.1	1000Seg23-Frag134	
1555367403	0.003967	341372	497380	1000	3.0.0.1	1000Seg23-Frag135	
1555367404	0.002514	525097	500151	1000	3.0.0.1	1000Seg23-Frag136	
1555367405	0.002377	444721	494607	1000	3.0.0.1	1000Seg24-Frag137	
1555367407	0.002655	515881	496734	1000	3.0.0.1	1000Seg24-Frag138	
1555367408	0.002357	574482	504508	1000	3.0.0.1	1000Seg24-Frag139	
1555367409	0.002273	650417	519098	1000	3.0.0.1	1000Seg24-Frag140	
1555367411	0.002817	413801	508568	1000	3.0.0.1	1000Seg24-Frag141	
1555367412	0.002768	431239	500835	1000	3.0.0.1	1000Seg24-Frag142	
1555367413	0.002785	584626	509214	1000	3.0.0.1	1000Seg25-Frag143	
1555367415	0.002570	504224	508715	1000	3.0.0.1	1000Seg25-Frag144	
1555367416	0.002389	475646	505408	1000	3.0.0.1	1000Seg25-Frag145	
1555367418	0.003692	254468	480314	1000	3.0.0.1	1000Seg25-Frag146	
1555367419	0.002385	582504	490533	1000	3.0.0.1	1000Seg25-Frag147	
1555367420	0.002522	554458	496925	1000	3.0.0.1	1000Seg25-Frag148	
1555367422	0.002742	453021	492534	1000	3.0.0.1	1000Seg26-Frag149	
1555367423	0.001882	520752	495355	1000	3.0.0.1	1000Seg26-Frag150	
1555367424	0.002578	491031	494922	1000	3.0.0.1	1000Seg26-Frag151	
1555367426	0.002521	622533	507683	1000	3.0.0.1	1000Seg26-Frag152	
1555367427	0.002535	563673	513282	1000	3.0.0.1	1000Seg26-Frag153	
1555367429	0.002495	633083	525262	1000	3.0.0.1	1000Seg26-Frag154	
1555367430	0.002626	438964	516632	1000	3.0.0.1	1000Seg27-Frag155	
1555367431	0.001424	680528	533021	1000	3.0.0.1	1000Seg27-Frag156	
1555367433	0.001796	500044	529723	1000	3.0.0.1	1000Seg27-Frag157	
1555367434	0.001511	556325	532383	1000	3.0.0.1	1000Seg27-Frag158	
1555367435	0.001390	725795	551724	1000	3.0.0.1	1000Seg27-Frag159	
1555367437	0.002196	479759	544527	1000	3.0.0.1	1000Seg27-Frag160	
1555367438	0.004607	494958	539570	1000	3.0.0.1	1000Seg28-Frag161	
1555367439	0.002286	598498	545462	1000	3.0.0.1	1000Seg28-Frag162	
1555367441	0.002487	523940	543309	1000	3.0.0.1	1000Seg28-Frag163	
1555367442	0.004680	45121	4512	10	3.0.0.1	10Seg28-Frag164	
1555367443	0.002694	491756	53236	1000	3.0.0.1	1000Seg28-Frag165	
1555367445	0.002230	519594	99871	1000	3.0.0.1	1000Seg29-Frag166	
1555367446	0.001676	390190	128902	1000	3.0.0.1	1000Seg29-Frag167	
1555367447	0.002660	520375	168049	1000	3.0.0.1	1000Seg29-Frag168	
1555367449	0.002039	610958	212339	1000	3.0.0.1	1000Seg29-Frag169	
1555367450	0.001840	453165	236421	1000	3.0.0.1	1000Seg29-Frag170	
1555367451	0.001704	374962	250275	1000	3.0.0.1	1000Seg29-Frag171	
1555367453	0.001466	363656	261613	1000	3.0.0.1	1000Seg30-Frag172	
1555367454	0.001604	429381	278389	1000	3.0.0.1	1000Seg30-Frag173	
1555367455	0.001504	474664	298016	1000	3.0.0.1	1000Seg30-Frag174	
1555367456	0.001615	595462	327760	1000	3.0.0.1	1000Seg30-Frag175	
1555367458	0.001837	414471	336431	1000	3.0.0.1	1000Seg30-Frag176	
1555367459	0.003413	577990	360586	1000	3.0.0.1	1000Seg30-Frag177	
1555367460	0.004508	530459	377573	1000	3.0.0.1	1000Seg31-Frag178	
1555367462	0.002617	451961	385011	1000	3.0.0.1	1000Seg31-Frag179	
1555367463	0.002479	425649	389074	1000	3.0.0.1	1000Seg31-Frag180	
1555367463	0.050183	34259	353592	1000	3.0.0.1	1000Seg31-Frag181	
1555367464	0.007164	274263	345659	1000	3.0.0.1	1000Seg31-Frag182	
1555367464	0.004990	335809	344674	1000	3.0.0.1	1000Seg32-Frag183	
